Year,Month,Region,Number of Households,Avg Electricity Consumption per Household (kWh),Number of Tropical Nights,Number of Heat Wave Days,Number of Cold Wave Days,Avg Temperature (Celsius),Avg Max Temperature (Celsius),Avg Min Temperature (Celsius),Avg Local Pressure (hPa),Avg Sea Level Pressure (hPa),Avg Vapor Pressure (hPa),Avg Dew Point Temp (Celsius),Avg Relative Humidity (%),Monthly Precipitation (mm),Small Pan Evaporation (mm),Avg Wind Speed (m/s),Avg Cloud Cover (1/10),Sunshine Rate (%),Total Solar Radiation (MJ/m^2),Avg Min Supercool Temp (Celsius),Avg Ground Temp (Celsius),Avg Gas Supply per Household (ton)
2016,1,Busan,1578035.0,252.0,0.0,0.0,0.0,3.1,7.6,-0.3,1014.1,1022.8,4.0,-7.3,49,59.5,70.0,3.5,3.3,66.83,286.39,-3.5,2.5,0.1532351652529887
2016,2,Busan,1578670.0,259.0,0.0,0.0,0.0,5.5,10.4,1.3,1014.4,1023.0,4.7,-5.5,48,63.7,77.1,3.7,3.4,73.05,381.9,-1.9,5.9,0.12806250578018205
2016,3,Busan,1581217.0,229.0,0.0,0.0,0.0,9.9,14.4,6.3,1012.4,1020.9,7.8,2.1,61,133.5,79.7,3.2,4.7,59.08,447.31,2.9,10.7,0.1283147215088125
2016,4,Busan,1583294.0,231.0,0.0,0.0,0.0,15.1,19.2,11.9,1005.6,1013.8,11.0,7.8,66,198.5,100.8,3.2,5.2,54.53,495.68,8.7,16.5,0.08816873429697832
2016,5,Busan,1583438.0,213.0,0.0,0.0,0.0,19.3,23.7,15.7,1004.0,1012.1,14.1,11.6,64,108.8,140.2,3.4,4.6,61.17,611.92,11.2,22.2,0.08480753777539758
2016,6,Busan,1590708.0,213.0,0.0,0.0,0.0,21.9,25.3,19.5,1000.4,1008.3,21.0,18.0,80,115.2,115.5,2.9,6.7,39.03,470.74,16.9,25.9,0.08521910432335791
2016,7,Busan,1592263.0,225.0,8.0,0.0,0.0,25.3,28.5,23.0,1000.9,1008.8,27.1,22.3,85,188.8,151.3,3.3,6.2,53.38,548.38,21.5,29.4,0.10669738918759024
2016,8,Busan,1592684.0,292.0,22.0,9.0,0.0,27.7,31.8,24.6,997.8,1005.6,26.8,21.9,72,141.5,200.1,3.0,3.6,70.62,609.31,22.6,32.4,0.09834203897320497
2016,9,Busan,1592880.0,246.0,0.0,0.0,0.0,22.9,26.3,20.7,1005.0,1013.0,22.2,18.9,80,407.9,100.5,2.6,7.2,35.54,329.17,18.6,24.1,0.0972309087941339
2016,10,Busan,1593916.0,211.0,0.0,0.0,0.0,18.7,22.3,16.1,1010.0,1018.1,16.0,13.5,73,182.4,98.9,2.7,6.5,44.46,313.38,13.0,18.7,0.11812178684447612
2016,11,Busan,1597005.0,221.0,0.0,0.0,0.0,11.8,16.4,8.3,1013.1,1021.5,9.0,3.7,61,56.6,89.7,2.8,4.1,57.94,272.68,4.8,11.1,0.13400205948008928
2016,12,Busan,1598617.0,229.0,0.0,0.0,0.0,7.3,12.1,3.2,1014.2,1022.8,5.9,-2.3,54,103.8,86.6,3.1,3.4,67.85,271.89,0.3,6.4,0.14545745416194122
2017,1,Busan,1601582.0,245.0,0.0,0.0,0.0,4.1,9.1,0.1,1014.5,1023.1,4.1,-7.2,46,12.0,93.9,3.3,2.7,77.13,320.0,-2.6,4.5,0.15196698451905677
2017,2,Busan,1601878.0,250.0,0.0,0.0,0.0,5.5,10.8,0.9,1012.6,1021.2,4.3,-6.5,45,33.8,110.1,3.5,3.4,77.18,390.21,-1.2,7.1,0.13786490419370265
2017,3,Busan,1607081.0,215.0,0.0,0.0,0.0,9.0,13.9,5.2,1010.1,1018.6,6.1,-0.9,53,35.7,128.8,3.1,4.6,53.1,476.77,2.8,11.8,0.13280051596652565
2017,4,Busan,1608674.0,228.0,0.0,0.0,0.0,15.0,19.0,11.4,1004.8,1013.0,10.8,7.3,64,105.1,157.1,3.8,4.5,52.69,553.35,9.0,17.8,0.10446172064694276
2017,5,Busan,1612704.0,207.0,0.0,0.0,0.0,19.0,23.7,15.4,1004.3,1012.4,13.7,11.1,63,39.2,197.7,3.3,4.6,70.36,672.18,13.2,23.7,0.0787280902137032
2017,6,Busan,1615405.0,207.0,0.0,0.0,0.0,21.3,25.2,18.4,1001.0,1009.0,17.8,15.3,70,49.8,173.1,2.9,5.2,62.03,636.71,16.4,26.8,0.08269023990887735
2017,7,Busan,1616132.0,235.0,5.0,0.0,0.0,26.1,29.2,23.6,1000.7,1008.6,27.5,22.6,82,172.1,157.3,3.5,6.8,44.49,553.72,22.9,29.9,0.0931212580408036
2017,8,Busan,1617783.0,286.0,14.0,6.0,0.0,27.0,30.5,24.3,999.7,1007.5,26.2,21.5,74,82.5,166.8,2.9,6.2,54.48,511.56,22.4,30.4,0.0906148389493523
2017,9,Busan,1622926.0,239.0,0.0,0.0,0.0,22.6,26.5,19.6,1004.4,1012.3,18.8,16.2,69,335.0,140.2,2.8,5.4,57.42,421.36,16.5,24.3,0.0960250984949406
2017,10,Busan,1624934.0,206.0,0.0,0.0,0.0,18.1,22.3,15.1,1011.1,1019.3,14.4,11.6,68,138.3,109.3,2.9,5.9,51.24,299.12,12.2,18.4,0.09930065221110519
2017,11,Busan,1627778.0,216.0,0.0,0.0,0.0,11.2,16.3,6.9,1013.1,1021.5,7.0,0.4,49,0.3,106.9,2.9,3.4,77.55,279.14,2.2,11.5,0.14630355306436135
2017,12,Busan,1629481.0,230.0,0.0,0.0,0.0,3.6,8.6,-0.7,1015.4,1024.1,3.4,-9.5,40,10.6,93.5,3.0,2.2,82.57,304.82,-4.9,3.6,0.2103607633350742
2018,1,Busan,1630028.0,251.0,0.0,0.0,0.0,1.9,6.5,-1.9,1013.4,1022.1,3.5,-9.9,45,40.9,83.7,3.1,3.5,72.55,311.47,-4.9,2.8,0.21914262024946812
2018,2,Busan,1632549.0,254.0,0.0,0.0,0.0,3.9,8.9,-0.2,1013.2,1021.9,3.8,-8.9,42,52.5,98.0,3.5,3.6,74.2,349.31,-3.4,5.7,0.18798519921913523
2018,3,Busan,1634902.0,217.0,0.0,0.0,0.0,10.0,14.5,6.0,1011.2,1019.6,7.8,2.5,63,206.1,107.6,3.9,4.2,57.41,325.17,3.6,11.4,0.1824414631580364
2018,4,Busan,1636437.0,224.0,0.0,0.0,0.0,14.5,18.7,11.1,1007.5,1015.7,10.4,6.7,63,156.4,135.1,4.0,4.8,62.67,421.12,8.5,18.0,0.14459715711634485
2018,5,Busan,1640316.0,209.0,0.0,0.0,0.0,17.8,21.5,15.0,1003.9,1012.0,14.9,12.3,73,155.8,80.8,3.8,6.2,49.83,265.31,12.4,21.2,0.13627750567573566
2018,6,Busan,1641703.0,212.0,0.0,0.0,0.0,21.5,25.2,18.9,1000.4,1008.4,19.1,16.5,75,276.7,154.1,3.1,6.3,47.38,563.45,16.9,26.3,0.12985773187963962
2018,7,Busan,1642751.0,239.0,17.0,9.0,0.0,26.7,30.2,23.9,1000.8,1008.7,26.9,22.2,78,122.1,128.8,3.0,4.4,64.07,446.43,22.5,32.9,0.1345983122213896
2018,8,Busan,1646890.0,334.0,20.0,9.0,0.0,27.9,31.3,25.3,1000.1,1007.9,27.9,22.7,75,169.7,128.8,3.5,5.3,62.31,446.43,23.4,33.2,0.13391030730649892
2018,9,Busan,1649343.0,251.0,0.0,0.0,0.0,21.9,25.3,19.5,1004.7,1012.7,20.1,17.2,76,308.4,62.3,3.0,7.2,38.18,202.97,16.9,23.6,0.12712333213891835
2018,10,Busan,1649959.0,206.0,0.0,0.0,0.0,16.4,21.1,13.0,1009.5,1017.7,11.8,8.8,62,123.7,121.3,2.0,3.7,70.05,443.16,7.4,18.3,0.15439752563548548
2018,11,Busan,1655757.0,213.0,0.0,0.0,0.0,12.4,17.5,8.9,1014.1,1022.5,8.4,3.4,57,107.3,99.8,2.3,3.3,68.9,334.54,2.0,12.3,0.16375336235933172
2018,12,Busan,1656282.0,225.0,0.0,0.0,0.0,5.7,10.1,2.0,1016.3,1025.0,5.2,-5.5,49,59.0,89.9,2.9,4.3,63.59,292.19,-2.8,5.4,0.20059660432221083
2019,1,Busan,1658875.0,246.0,0.0,0.0,0.0,4.5,9.6,0.5,1015.0,1023.7,3.4,-9.2,39,12.7,109.4,3.1,3.1,76.76,358.64,-4.8,5.2,0.20175826689774695
2019,2,Busan,1660736.0,244.0,0.0,0.0,0.0,6.6,11.3,2.7,1013.7,1022.3,5.1,-4.1,50,51.5,98.7,2.9,5.3,66.05,379.2,-1.5,7.5,0.1635039777544414
2019,3,Busan,1662504.0,210.0,0.0,0.0,0.0,10.5,15.1,6.7,1008.1,1016.4,7.0,1.0,54,75.4,148.1,3.6,4.4,69.0,547.76,1.8,12.2,0.14723907431200164
2019,4,Busan,1666477.0,221.0,0.0,0.0,0.0,13.4,17.3,9.9,1006.6,1014.9,9.3,4.9,60,85.0,148.3,3.2,5.3,53.72,535.46,5.7,15.4,0.15129114713254369
2019,5,Busan,1668722.0,205.0,0.0,0.0,0.0,19.3,23.6,15.7,1004.0,1012.1,12.9,10.0,58,76.1,220.2,3.3,4.6,69.62,749.14,10.2,21.7,0.12762525813167203
2019,6,Busan,1673460.0,206.0,0.0,0.0,0.0,21.1,24.7,18.3,999.4,1007.4,18.4,15.9,74,324.3,161.8,2.6,6.2,54.1,620.06,15.0,24.0,0.12195973133507822
2019,7,Busan,1678972.0,212.0,5.0,0.0,0.0,24.3,27.1,22.4,999.2,1007.1,25.7,21.3,85,358.9,145.4,3.7,7.2,43.49,544.77,20.5,26.4,0.13114591309444112
2019,8,Busan,1678813.0,291.0,19.0,3.0,0.0,27.0,30.1,24.6,999.1,1006.9,27.7,22.6,78,156.3,174.0,3.1,5.8,57.37,594.42,22.4,29.8,0.12335913648512371
2019,9,Busan,1679329.0,265.0,3.0,0.0,0.0,23.1,26.6,20.7,1006.4,1014.4,23.1,19.4,82,279.0,117.4,2.8,6.7,42.34,415.5,18.4,24.3,0.11295603065271903
2019,10,Busan,1682703.0,214.0,0.0,0.0,0.0,18.6,22.8,15.5,1009.4,1017.6,14.6,11.8,67,139.9,133.0,3.0,4.6,64.16,421.23,11.3,18.9,0.12083403726028895
2019,11,Busan,1688225.0,213.0,0.0,0.0,0.0,13.0,17.9,9.4,1013.0,1021.3,9.0,4.4,58,13.8,105.7,2.7,3.6,69.55,341.34,2.8,11.9,0.14890887115165335
2019,12,Busan,1690356.0,222.0,0.0,0.0,0.0,7.0,11.7,3.4,1015.3,1023.9,5.4,-3.5,50,50.3,90.7,2.6,3.3,70.22,300.64,-3.2,5.5,0.18472649725856566
2020,1,Busan,1692810.0,240.0,0.0,0.0,0.0,6.4,10.9,3.1,1012.8,1021.4,5.7,-2.3,57,127.7,79.1,3.0,5.1,59.06,283.59,-1.8,5.3,0.19013750450434486
2020,2,Busan,1695814.0,243.0,0.0,0.0,0.0,7.1,11.8,3.1,1014.7,1023.3,6.0,-2.2,55,94.9,100.0,3.1,3.9,67.92,373.12,-2.5,7.1,0.16551669994468735
2020,3,Busan,1697638.0,227.0,0.0,0.0,0.0,10.4,15.0,6.4,1008.5,1016.9,7.4,1.4,57,58.8,142.6,3.6,4.0,65.34,534.87,1.5,13.0,0.15854641448883686
2020,4,Busan,1701204.0,231.0,0.0,0.0,0.0,12.6,17.5,8.9,1008.1,1016.4,7.6,2.2,53,83.5,187.4,3.7,3.7,66.75,649.75,3.6,17.2,0.12196386500384435
2020,5,Busan,1701418.0,214.0,0.0,0.0,0.0,17.9,21.8,15.0,1002.5,1010.6,14.7,12.4,73,96.2,164.6,3.1,5.8,49.48,645.68,12.0,22.8,0.10253184461431583
2020,6,Busan,1704717.0,216.0,0.0,0.0,0.0,22.4,26.6,19.5,998.5,1006.4,19.7,16.9,73,321.1,177.9,3.0,5.7,53.24,660.4,16.1,28.2,0.10026649291348652
2020,7,Busan,1705416.0,221.0,0.0,0.0,0.0,22.1,24.8,20.3,999.3,1007.2,23.2,19.7,87,796.8,101.2,2.7,8.4,19.66,393.46,19.0,24.9,0.11077566763769074
2020,8,Busan,1704536.0,277.0,14.0,4.0,0.0,27.2,30.4,24.8,1001.6,1009.5,29.5,23.8,82,399.2,167.3,4.0,5.9,49.44,582.67,23.0,31.4,0.11968958003820394
2020,9,Busan,1707813.0,300.0,1.0,0.0,0.0,21.9,25.6,19.2,1002.6,1010.6,19.6,16.8,74,230.5,135.1,3.5,6.0,42.94,437.36,16.2,24.6,0.12812564373265692
2020,10,Busan,1707535.0,213.0,0.0,0.0,0.0,17.3,22.2,13.8,1010.4,1018.6,11.5,8.4,58,26.4,149.2,2.8,4.2,62.78,462.44,8.1,20.6,0.13560465466300836
2020,11,Busan,1708748.0,219.0,0.0,0.0,0.0,12.4,17.2,8.5,1014.5,1022.9,8.0,2.0,52,36.3,113.0,2.8,3.6,63.58,339.04,2.7,14.2,0.15292370964004054
2020,12,Busan,1714841.0,231.0,0.0,0.0,0.0,4.3,9.3,0.5,1015.2,1023.9,3.8,-7.8,43,10.2,95.5,2.9,2.7,74.6,330.87,-5.7,6.1,0.20916224069753403
2021,1,Busan,1716952.0,259.0,0.0,0.0,1.0,3.3,7.9,-0.8,1013.9,1022.6,4.5,-6.9,50,25.8,80.3,3.2,3.5,66.48,318.28,-5.9,4.8,0.22683453818161486
2021,2,Busan,1717002.0,250.0,0.0,0.0,0.0,7.2,11.9,3.2,1010.9,1019.4,5.8,-3.3,51,49.5,108.9,3.7,3.6,66.95,393.23,-1.2,9.0,0.17839276191873976
2021,3,Busan,1719544.0,215.0,0.0,0.0,0.0,11.4,15.9,7.7,1010.1,1018.5,8.6,4.2,64,127.5,131.0,3.3,5.1,57.97,515.26,3.7,14.0,0.16369812054823837
2021,4,Busan,1721700.0,223.0,0.0,0.0,0.0,14.7,19.7,10.8,1009.3,1017.6,9.4,5.4,56,107.1,181.0,3.4,4.8,61.83,646.07,7.5,20.1,0.14695175175698438
2021,5,Busan,1726843.0,209.0,0.0,0.0,0.0,17.7,21.5,14.7,1000.7,1008.9,13.7,10.9,68,139.2,164.9,3.5,6.0,43.9,585.96,11.3,22.1,0.128072633122988
2021,6,Busan,1728096.0,217.0,0.0,0.0,0.0,21.9,25.4,19.3,999.7,1007.7,19.7,17.1,76,232.3,165.9,2.6,6.1,47.89,630.93,15.9,27.9,0.1276935112401163
2021,7,Busan,1731034.0,242.0,17.0,0.0,0.0,26.3,29.5,24.0,1000.2,1008.0,27.2,22.4,80,399.9,170.0,3.2,6.5,43.84,603.76,21.6,30.9,0.1374180224074166
2021,8,Busan,1730634.0,323.0,8.0,3.0,0.0,26.2,29.4,23.8,999.8,1007.6,27.7,22.7,82,481.2,142.8,3.0,7.0,37.03,500.44,21.1,29.6,0.12480995981819379
2021,9,Busan,1730895.0,268.0,0.0,0.0,0.0,22.9,26.4,20.5,1004.4,1012.4,21.8,18.8,79,164.7,109.7,3.0,7.3,26.47,367.94,17.9,24.9,0.12669956467607799
2021,10,Busan,1733848.0,221.0,0.0,0.0,0.0,18.7,23.3,15.2,1011.0,1019.2,15.3,12.0,67,18.2,132.3,2.6,3.9,61.62,453.21,10.9,20.7,0.1368098777978231
2021,11,Busan,1736148.0,219.0,0.0,0.0,0.0,12.5,17.4,8.6,1010.0,1018.4,8.2,3.5,56,57.9,113.0,3.0,2.6,71.2,359.73,4.5,12.1,0.15877202519600864
2021,12,Busan,1738570.0,225.0,0.0,0.0,0.0,6.0,10.8,1.9,1014.3,1023.0,5.1,-4.3,50,4.5,93.8,3.0,1.9,75.72,339.36,-1.9,4.7,0.19423660537108084
2022,1,Busan,1737741.0,249.0,0.0,0.0,0.0,4.0,9.2,0.0,1013.7,1022.4,3.5,-9.0,41,0.0,103.4,2.8,2.9,74.62,369.0,-3.7,3.4,0.20060233371946684
2022,2,Busan,1717997.0,251.0,0.0,0.0,0.0,3.6,8.8,-0.5,1014.8,1023.5,3.6,-8.1,44,0.0,105.6,3.3,2.7,79.4,446.81,-3.6,5.6,0.18139474341340525
2022,3,Busan,1722026.0,221.0,0.0,0.0,0.0,10.5,14.8,6.8,1008.3,1016.7,8.5,3.5,65,127.4,114.5,3.4,5.1,51.21,479.0,3.6,12.5,0.18136850314687467
2022,4,Busan,1726489.0,226.0,0.0,0.0,0.0,14.9,19.1,11.4,1008.3,1016.6,10.8,7.3,64,130.6,160.2,3.3,4.4,59.55,611.32,7.8,18.4,0.15531380159387057
2022,5,Busan,1728411.0,206.0,0.0,0.0,0.0,19.0,23.4,15.3,1003.8,1011.9,13.2,10.6,60,5.4,224.4,3.2,4.0,67.57,796.12,10.7,25.1,0.13915494289263375
2022,6,Busan,1730594.0,212.0,0.0,0.0,0.0,21.7,24.9,19.4,1000.1,1008.1,22.0,18.6,84,152.0,137.6,4.3,6.3,40.11,554.45,17.4,26.9,0.13504548784983653
2022,7,Busan,1733481.0,261.0,8.0,0.0,0.0,26.2,29.7,23.7,998.0,1005.8,28.3,23.0,84,145.0,156.1,2.6,6.1,43.84,622.11,21.5,31.0,0.14266876591090413
2022,8,Busan,1737097.0,319.0,16.0,1.0,0.0,26.4,29.7,24.0,999.2,1007.1,28.0,22.7,81,176.7,157.3,3.7,6.7,39.2,524.39,21.9,31.1,0.12030413672926726
2022,9,Busan,1736692.0,269.0,2.0,0.0,0.0,22.9,26.9,20.2,1003.4,1011.3,21.3,18.1,76,162.4,116.1,3.0,6.7,36.3,435.03,17.3,26.2,0.11458627091044353
2022,10,Busan,1736686.0,214.0,0.0,0.0,0.0,17.6,22.7,14.0,1011.5,1019.7,13.3,10.3,64,9.7,141.1,3.1,4.2,59.95,459.77,9.5,21.4,0.1341487833724692
2022,11,Busan,1737869.0,213.0,0.0,0.0,0.0,14.4,19.8,10.4,1010.8,1019.1,9.8,5.3,57,61.3,108.8,2.7,3.5,67.47,331.73,4.9,16.2,0.1386845331840317
2022,12,Busan,1739044.0,223.0,0.0,0.0,0.0,3.3,8.1,-0.3,1013.3,1022.0,3.5,-8.5,44,21.4,95.2,3.3,2.9,73.65,332.4,-4.2,6.1,0.20406805693242955
2023,1,Busan,1740119.0,248.0,0.0,0.0,1.0,3.8,8.9,-0.2,1013.2,1021.9,4.5,-6.8,49,79.2,92.1,3.2,2.5,74.74,362.71,-4.7,6.3,0.1888208139788141
2023,2,Busan,1742852.0,245.0,0.0,0.0,0.0,6.8,11.8,2.9,1014.4,1023.0,5.6,-2.1,56,30.0,93.0,3.0,4.5,58.06,372.98,-2.0,10.9,0.16852080727451327
2023,3,Busan,1743998.0,208.0,0.0,0.0,0.0,12.3,17.0,8.5,1010.5,1018.9,9.1,4.4,62,76.2,135.6,3.3,4.3,58.19,522.09,3.6,17.2,0.14953861472318203
2023,4,Busan,1746937.0,216.0,0.0,0.0,0.0,14.6,19.0,11.0,1005.8,1014.1,11.3,7.9,67,101.6,154.5,3.8,4.6,55.18,577.61,6.4,19.9,0.1267861016167154
2023,5,Busan,1752949.0,206.0,0.0,0.0,0.0,17.9,21.6,14.9,1004.8,1012.9,14.8,12.3,73,290.7,147.2,3.0,6.0,46.31,561.64,11.1,23.2,0.12277215309743753
2023,6,Busan,1756039.0,215.0,0.0,0.0,0.0,22.5,26.0,19.9,999.8,1007.7,19.4,16.7,72,153.9,175.1,3.2,6.3,45.99,618.05,16.9,27.2,0.10562025558657866
2023,7,Busan,1759506.0,243.0,7.0,1.0,0.0,25.5,28.5,23.3,1001.0,1008.9,26.2,21.8,81,701.7,149.5,3.5,7.0,32.44,513.02,21.9,29.1,0.11428324427424516
2023,8,Busan,1763212.0,328.0,20.0,8.0,0.0,27.8,31.0,25.5,997.6,1005.4,27.1,22.4,73,299.9,187.7,3.1,5.6,51.05,592.52,23.1,32.5,0.11471568478435945
2023,9,Busan,1764093.0,300.0,0.0,0.0,0.0,24.5,28.2,21.9,1004.2,1012.2,21.8,18.6,71,322.7,140.2,2.7,6.0,40.51,433.06,18.6,27.8,0.11247425334151885
2023,10,Busan,1764332.0,222.0,0.0,0.0,0.0,18.3,23.3,14.9,1009.3,1017.5,10.8,7.6,52,4.2,171.8,2.8,3.5,67.64,491.43,8.6,22.9,0.11990692964816146
2023,11,Busan,1766209.0,211.0,0.0,0.0,0.0,11.8,16.7,7.9,1011.5,1019.9,7.7,0.5,49,28.5,127.7,3.5,2.8,69.81,361.4,2.2,14.3,0.14195969899372043
2023,12,Busan,1766819.0,223.0,0.0,0.0,0.0,6.4,10.8,2.7,1014.4,1023.0,5.7,-3.3,52,102.8,89.2,3.2,3.8,64.19,298.41,-2.8,8.9,0.1820779949728863
2024,1,Busan,1768983.0,243.0,0.0,0.0,0.0,5.1,9.8,1.3,1014.1,1022.8,5.0,-4.5,53,40.6,90.2,3.2,3.3,68.49,342.85,-4.3,8.6,0.19766102613761694
2024,2,Busan,1772699.0,242.0,0.0,0.0,0.0,7.4,11.5,4.2,1014.3,1022.9,7.2,1.4,68,137.1,73.0,3.5,6.1,35.17,278.68,0.8,10.5,0.17107054666359037
2024,3,Busan,1776944.0,219.0,0.0,0.0,0.0,9.6,14.1,5.6,1008.7,1017.1,7.1,0.6,57,102.0,136.6,3.7,4.5,57.61,507.97,0.7,12.1,0.1621869513051621
2024,4,Busan,1777635.0,220.0,0.0,0.0,0.0,15.9,20.2,12.6,1005.1,1013.3,12.2,9.6,68,166.8,128.6,2.7,5.7,46.71,527.18,7.2,17.6,0.13072399958371655
2024,5,Busan,1778034.0,204.0,0.0,0.0,0.0,18.6,23.3,14.7,1004.6,1012.7,13.8,11.3,65,148.4,203.5,3.5,4.3,61.47,743.56,9.7,21.2,0.13150376258271776
2024,6,Busan,1780456.0,213.0,0.0,0.0,0.0,22.6,26.4,19.7,999.7,1007.6,20.1,17.3,74,173.7,148.7,3.0,6.4,44.28,594.02,16.2,26.0,0.13373340425149513
2024,7,Busan,1781988.0,250.0,10.0,0.0,0.0,26.0,29.0,23.8,999.7,1007.5,28.7,23.3,86,362.4,149.7,4.4,6.9,36.87,546.79,22.3,29.6,0.14197617436256585
2024,8,Busan,1783171.0,359.0,29.0,15.0,0.0,29.1,32.9,26.3,998.5,1006.3,30.1,24.1,75,86.5,200.4,3.2,4.3,64.7,707.85,22.6,34.9,0.12849557782175686
2024,9,Busan,1784735.0,355.0,16.0,7.0,0.0,26.7,30.8,23.9,1004.5,1012.4,26.2,21.6,75,420.3,152.1,2.8,4.9,52.6,516.15,19.9,29.7,0.11425880032609882
2024,10,Busan,1785593.0,251.0,0.0,0.0,0.0,19.5,23.8,16.4,1010.6,1018.8,16.3,13.9,71,208.8,117.0,3.1,6.4,38.93,355.89,12.1,19.8,0.11567476463001367
2024,11,Busan,1787503.0,214.0,0.0,0.0,0.0,13.7,18.3,10.4,1012.4,1020.8,9.8,5.5,60,99.1,109.3,3.2,3.7,57.03,322.67,4.3,13.1,0.122209442445691
2024,12,Busan,1788413.0,220.0,0.0,0.0,0.0,5.7,10.5,2.0,1013.0,1021.6,4.1,-6.3,43,0.0,109.3,3.4,2.4,80.03,347.86,-4.5,5.0,0.16034000871163429
2016,1,Daegu,1133232.0,242.0,0.0,0.0,1.0,-0.2,4.3,-4.2,1017.3,1023.5,3.6,-8.3,58,23.8,109.3,2.1,3.7,62.77,265.94,-8.3,0.3,0.13714517592161182
2016,2,Daegu,1138593.0,245.0,0.0,0.0,0.0,3.1,8.3,-1.6,1016.9,1023.1,4.3,-6.5,52,15.5,109.3,2.4,3.6,65.25,352.07,-5.4,4.2,0.11490146259462337
2016,3,Daegu,1141162.0,219.0,0.0,0.0,0.0,8.8,14.5,3.5,1014.5,1020.5,6.2,-1.1,55,67.5,109.3,2.2,4.5,55.26,459.3,-0.2,11.2,0.10379363666157829
2016,4,Daegu,1143613.0,219.0,0.0,0.0,0.0,14.9,21.0,9.5,1007.3,1013.1,9.7,5.9,61,151.0,109.3,2.5,5.2,50.38,507.0,6.2,17.0,0.07970038903020514
2016,5,Daegu,1146168.0,203.0,0.0,0.0,0.0,20.0,26.7,13.6,1005.4,1011.1,13.1,10.5,59,65.0,109.3,2.3,4.3,63.0,655.45,9.8,24.0,0.0755430224888498
2016,6,Daegu,1149660.0,206.0,0.0,1.0,0.0,23.4,28.3,19.1,1001.7,1007.3,18.6,16.1,67,45.7,109.3,2.2,6.2,41.71,524.66,16.6,28.5,0.07409720700033054
2016,7,Daegu,1153750.0,221.0,5.0,10.0,0.0,26.4,31.5,22.6,1002.1,1007.7,24.5,20.6,73,307.3,161.2,2.0,7.0,39.05,516.26,21.6,31.7,0.07040633412784399
2016,8,Daegu,1156782.0,297.0,9.0,21.0,0.0,27.6,33.2,23.2,999.7,1005.2,23.4,19.7,65,81.2,209.9,2.3,4.2,62.94,598.37,21.6,34.0,0.07251940469336488
2016,9,Daegu,1158525.0,244.0,0.0,0.0,0.0,21.9,25.9,18.7,1007.3,1013.0,20.6,17.7,79,306.5,95.1,1.6,7.8,26.36,325.16,17.4,24.7,0.07026665026650267
2016,10,Daegu,1160062.0,203.0,0.0,0.0,0.0,16.6,21.0,13.1,1012.6,1018.5,14.4,11.7,75,111.5,86.8,1.7,6.4,36.61,304.1,10.0,18.6,0.07889085928165908
2016,11,Daegu,1165313.0,214.0,0.0,0.0,0.0,8.8,14.0,4.1,1016.1,1022.1,7.3,0.9,62,11.3,79.2,1.9,4.1,56.77,278.14,-0.4,9.6,0.10693274081727398
2016,12,Daegu,1165840.0,221.0,0.0,0.0,0.0,4.0,8.7,-0.6,1017.3,1023.4,4.9,-4.5,58,41.0,68.4,2.1,4.1,58.48,240.44,-5.0,4.0,0.12490206975228162
2017,1,Daegu,1170692.0,235.0,0.0,0.0,0.0,1.1,6.3,-3.7,1017.5,1023.7,3.5,-8.9,52,2.5,74.0,2.5,2.8,68.76,301.04,-8.8,1.3,0.12928785795068215
2017,2,Daegu,1171845.0,237.0,0.0,0.0,0.0,3.2,8.8,-2.2,1015.4,1021.6,3.6,-8.6,46,25.7,97.3,2.8,3.0,73.25,381.1,-7.1,4.1,0.11411198836023535
2017,3,Daegu,1172737.0,207.0,0.0,0.0,0.0,7.9,13.9,2.4,1012.4,1018.4,5.0,-3.8,50,38.4,132.3,2.3,4.2,63.4,490.83,-2.1,10.1,0.10415117541273108
2017,4,Daegu,1177330.0,216.0,0.0,0.0,0.0,15.7,22.0,9.6,1006.3,1012.6,8.7,4.0,52,53.0,184.6,2.3,4.2,61.32,575.09,5.2,18.0,0.07799915316861034
2017,5,Daegu,1178188.0,200.0,0.0,2.0,0.0,20.8,27.5,14.5,1005.6,1011.8,12.1,9.0,52,33.1,232.3,2.3,4.0,65.02,668.09,10.1,26.1,0.06648461535849967
2017,6,Daegu,1179007.0,204.0,0.0,6.0,0.0,23.3,30.0,17.9,1002.3,1008.4,16.4,13.9,60,71.5,218.3,2.4,5.0,58.87,664.08,16.1,30.3,0.06812081607657969
2017,7,Daegu,1181549.0,241.0,12.0,16.0,0.0,28.0,32.8,24.0,1001.8,1007.8,27.1,22.3,75,105.3,154.8,1.9,6.9,31.37,475.51,22.9,31.5,0.0664667373083977
2017,8,Daegu,1185342.0,282.0,7.0,9.0,0.0,26.4,31.4,22.5,1001.6,1007.6,25.4,20.9,75,171.3,169.5,2.2,6.1,49.16,535.56,21.0,30.0,0.06251315485319849
2017,9,Daegu,1187956.0,230.0,0.0,0.0,0.0,21.5,27.0,16.4,1006.7,1012.9,17.0,14.6,68,97.5,144.8,1.8,4.8,58.03,473.31,12.9,25.8,0.06101231527093596
2017,10,Daegu,1190195.0,200.0,0.0,0.0,0.0,16.2,21.2,12.0,1014.0,1020.3,13.2,10.2,71,54.3,99.4,1.8,5.8,44.17,339.76,8.6,18.2,0.06615720197110558
